name,arabidopsis_gene,isTF,isTR,gene_annotation
LOC112035781,AT2G38430,0,0,No Description available
LOC112035782,--,0,0,No Description available
LOC112035783,--,0,0,actin cytoskeleton-regulatory complex protein pan1
LOC112035784,--,0,0,No Description available
LOC112035785,AT2G26780,0,0,No Description available
LOC112035786,--,0,0,No Description available
LOC112035787,AT1G05150,0,0,No Description available
LOC112035790,AT5G62200,0,0,embryo-specific protein ATS3B
LOC112035795,AT4G36210,0,0,No Description available
LOC112035796,AT3G49990,0,0,No Description available
LOC112035799,AT1G75540,1,0,B-box zinc finger protein 21
LOC112035800,AT2G26800,0,0,"hydroxymethylglutaryl-CoA lyase, mitochondrial"
LOC112035801,--,0,0,No Description available
LOC112035802,AT5G12240,0,0,No Description available
LOC112035803,AT1G23100,0,0,"10 kDa chaperonin, mitochondrial"
LOC112035804,AT5G12220,0,0,pre-rRNA-processing protein las1
LOC112035805,AT2G26810,0,0,No Description available
LOC112035806,AT3G54350,0,0,No Description available
LOC112035807,AT5G66330,0,0,leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
LOC112035812,AT2G26840,0,0,"Holliday junction resolvase MOC1, chloroplastic"
LOC112035814,AT2G46640,0,0,protein TILLER ANGLE CONTROL 1
LOC112035816,AT5G16740,0,0,amino acid transporter AVT1H
LOC112035818,AT2G46630,0,0,No Description available
LOC112035819,AT3G02420,0,0,No Description available
LOC112035825,AT2G32000,0,0,DNA topoisomerase 3-beta
LOC112035826,AT5G15860,0,0,probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2
LOC112035828,--,0,0,No Description available
LOC112035829,AT2G46620,0,0,AAA-ATPase At2g46620
LOC112035831,AT3G61880,0,0,cytochrome P450 78A3
LOC112035832,AT4G24990,0,0,membrane-anchored ubiquitin-fold protein 3
LOC112035833,AT2G30540,0,0,monothiol glutaredoxin-S11
LOC112035834,AT5G07900,0,1,"transcription termination factor MTERF15, mitochondrial"
LOC112035835,AT3G61870,0,0,No Description available
LOC112035836,AT3G62950,0,0,glutaredoxin-C11
LOC112035837,AT3G62940,0,0,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 5
LOC112035841,--,0,0,No Description available
LOC112035844,AT1G49890,0,0,QWRF motif-containing protein 2
LOC112035861,AT1G11510,1,0,STOREKEEPER protein-like
LOC112035862,AT5G36890,0,0,beta-glucosidase 42
LOC112035863,AT5G04670,0,0,No Description available
LOC112035864,AT5G22510,0,0,"neutral/alkaline invertase 3, chloroplastic"
LOC112035868,AT5G36890,0,0,beta-glucosidase 42
LOC112035871,AT4G12750,1,0,homeobox-DDT domain protein RLT3
LOC112035873,AT4G20350,0,0,alkylated DNA repair protein ALKBH6 homolog
LOC112035877,--,0,0,No Description available
LOC112035884,AT2G44300,0,0,non-specific lipid transfer protein GPI-anchored 14
LOC112035887,AT1G30460,1,0,30-kDa cleavage and polyadenylation specificity factor 30
LOC112035900,AT1G77750,0,0,small ribosomal subunit protein uS13m
LOC112035902,AT3G14470,0,0,putative disease resistance protein RGA3
LOC112035904,AT1G37130,0,0,nitrate reductase [NAD(P)H]
LOC112035905,AT5G14320,0,0,small ribosomal subunit protein uS13c
LOC112035907,--,0,0,No Description available
LOC112035908,AT4G08500,0,0,mitogen-activated protein kinase kinase kinase 1
LOC112035909,AT3G60070,0,0,No Description available
LOC112035912,AT3G14470,0,0,putative disease resistance protein RGA1
LOC112035914,AT3G14470,0,0,putative disease resistance protein RGA3
LOC112035915,--,0,0,No Description available
LOC112035916,AT2G44280,0,0,No Description available
LOC112035918,AT5G14660,0,0,"peptide deformylase 1B, chloroplastic"
LOC112035921,AT5G37780,0,0,probable calcium-binding protein CML29
LOC112035922,AT3G27820,0,0,"monodehydroascorbate reductase 4, peroxisomal"
LOC112035923,AT1G60590,0,0,No Description available
LOC112035925,AT5G14050,0,0,U3 small nucleolar RNA-associated protein 18 homolog
LOC112035926,AT4G01660,0,0,"protein ABC transporter 1, mitochondrial"
LOC112035927,AT3G14470,0,0,putative disease resistance protein RGA1
LOC112035933,AT2G01640,0,0,No Description available
LOC112035934,AT4G35220,0,0,cyclase-like protein 2
LOC112035935,AT4G35220,0,0,cyclase-like protein 2
LOC112035936,AT4G35220,0,0,cyclase-like protein 2
LOC112035938,AT4G34200,0,0,"D-3-phosphoglycerate dehydrogenase 1, chloroplastic"
LOC112035939,AT4G34230,0,0,cinnamyl alcohol dehydrogenase 1
LOC112035940,AT2G15290,0,0,"protein TIC 21, chloroplastic"
LOC112035943,AT3G19460,0,0,reticulon-like protein B11
LOC112035944,AT2G15270,0,0,No Description available
LOC112035945,AT5G40010,0,0,"AAA-ATPase ASD, mitochondrial"
LOC112035948,AT3G62290,0,0,ADP-ribosylation factor 2
LOC112035953,--,0,0,No Description available
LOC112035956,AT3G14470,0,0,putative disease resistance protein At3g14460
LOC112035958,AT4G34215,0,0,probable carbohydrate esterase At4g34215
LOC112035960,AT2G15240,0,0,No Description available
LOC112035961,AT2G15320,0,0,probable LRR receptor-like serine/threonine-protein kinase IRK
LOC112035964,AT3G19490,0,0,sodium/proton antiporter 1
LOC112035965,AT3G19440,0,0,"RNA pseudouridine synthase 4, mitochondrial"
LOC112035966,--,0,0,F-box protein SKIP23
LOC112035968,AT5G13800,0,0,"pheophytinase, chloroplastic"
LOC112035969,AT4G37260,1,0,transcription factor MYB44
LOC112035970,--,0,0,No Description available
LOC112035987,--,0,0,No Description available
LOC112035989,--,0,0,No Description available
LOC112035990,AT4G35540,0,0,plant-specific TFIIB-related protein PTF2
LOC112035993,AT3G06490,1,0,transcription factor MYB108
LOC112035995,AT5G39660,1,0,cyclic dof factor 2
LOC112035996,AT4G15140,0,0,No Description available
LOC112035997,AT3G22380,0,0,protein TIME FOR COFFEE
LOC112035999,--,0,0,No Description available
LOC112036000,AT1G29195,0,0,No Description available
LOC112036003,AT2G42590,0,0,14-3-3 protein 9-like
LOC112036004,AT2G42590,0,0,14-3-3-like protein C
LOC112036005,AT4G13820,0,0,receptor-like protein 9DC3
LOC112036007,AT5G61060,0,0,histone deacetylase 5
LOC112036009,AT2G26710,0,0,cytochrome P450 CYP749A22
LOC112036013,AT2G26710,0,0,cytochrome P450 CYP749A22-like
LOC112036015,AT2G26710,0,0,cytochrome P450 CYP749A22-like
LOC112036016,AT1G29170,0,0,protein SCAR1
LOC112036017,--,0,0,No Description available
LOC112036018,AT1G20030,0,0,thaumatin-like protein 1
LOC112036021,AT3G06500,0,0,"alkaline/neutral invertase A, mitochondrial"
LOC112036022,AT3G01150,0,0,polypyrimidine tract-binding protein homolog 1-like
LOC112036023,AT1G11410,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410
LOC112036024,--,0,0,No Description available
LOC112036025,AT5G19330,0,1,ARM REPEAT PROTEIN INTERACTING WITH ABF2
LOC112036026,AT3G17180,0,0,serine carboxypeptidase-like 33
LOC112036027,AT1G29120,0,0,No Description available
LOC112036029,AT2G42610,0,0,protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10
LOC112036031,AT3G03770,0,0,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770
LOC112036033,AT4G02790,0,0,"DAR GTPase 3, chloroplastic"
LOC112036034,AT5G13960,0,1,"histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4"
LOC112036035,AT1G69070,0,0,No Description available
LOC112036036,AT3G63200,0,0,probable inactive patatin-like protein 9
LOC112036037,AT3G06510,0,0,"beta-glucosidase-like SFR2, chloroplastic"
LOC112036038,AT2G26710,0,0,cytochrome P450 CYP749A22
LOC112036040,AT5G49610,0,0,F-box protein At5g49610
LOC112036041,AT1G09320,0,0,protein AGENET DOMAIN (AGD)-CONTAINING P1
LOC112036042,--,0,0,No Description available
LOC112036043,--,0,0,No Description available
LOC112036044,AT5G49580,0,0,No Description available
LOC112036046,AT5G17270,0,0,No Description available
LOC112036048,AT3G17170,0,0,"protein REGULATOR OF FATTY ACID COMPOSITION 3, chloroplastic"
LOC112036050,AT2G26710,0,0,cytochrome P450 CYP749A22
LOC112036051,AT3G63170,0,0,fatty-acid-binding protein 1
LOC112036052,AT1G55550,0,0,kinesin-like protein KIN-14T
LOC112036053,AT5G56310,0,0,pentatricopeptide repeat-containing protein At5g56310
LOC112036055,--,0,0,No Description available
LOC112036056,AT5G04930,0,0,phospholipid-transporting ATPase 1
LOC112036060,AT1G02400,0,0,gibberellin 2-beta-dioxygenase 2
LOC112036069,--,0,0,No Description available
LOC112036070,AT4G14330,0,0,kinesin-like protein KIN-10A
LOC112036078,AT1G11410,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410
LOC112036080,AT4G14310,0,0,KIN14B-interacting protein At4g14310
LOC112036086,AT3G63190,0,0,"ribosome-recycling factor, chloroplastic"
LOC112036088,AT2G32080,0,0,transcription factor Pur-alpha 1
LOC112036089,AT4G01200,0,0,No Description available
LOC112036090,AT2G03720,0,0,No Description available
LOC112036091,AT3G58630,1,0,trihelix transcription factor ENAP2
LOC112036092,AT1G29160,1,0,dof zinc finger protein DOF1.5
LOC112036093,--,0,0,No Description available
LOC112036094,AT5G67090,0,0,subtilisin-like protease SBT3
LOC112036095,AT5G56300,0,0,gibberellic acid methyltransferase 2
LOC112036097,AT3G63120,0,0,cyclin-P3-1
LOC112036098,AT5G49600,0,0,No Description available
LOC112036099,AT1G06330,0,0,heavy metal-associated isoprenylated plant protein 28
LOC112036103,AT5G37475,0,0,No Description available
LOC112036105,AT5G59250,0,0,"D-xylose-proton symporter-like 3, chloroplastic"
LOC112036106,AT2G39730,0,0,"ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic"
LOC112036110,AT2G29210,0,0,No Description available
LOC112036114,AT3G14470,0,0,disease resistance protein RGA2-like
LOC112036116,AT3G46780,0,0,"protein PLASTID TRANSCRIPTIONALLY ACTIVE 16, chloroplastic"
LOC112036118,AT1G07480,0,0,transcription initiation factor IIA large subunit
LOC112036127,AT1G69290,0,0,pentatricopeptide repeat-containing protein At1g69290
LOC112036130,AT4G05320,0,0,polyubiquitin
LOC112036138,AT3G09880,0,0,serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform
LOC112036142,AT1G52560,0,0,"26.5 kDa heat shock protein, mitochondrial"
LOC112036149,AT3G23400,0,0,"plastid-lipid-associated protein 6, chloroplastic"
LOC112036155,AT1G61740,0,0,sulfite exporter TauE/SafE family protein 2
LOC112036156,AT5G03980,0,0,GDSL esterase/lipase At5g03980
LOC112036161,--,0,0,No Description available
LOC112036163,--,0,0,No Description available
LOC112036164,AT1G61240,0,0,No Description available
LOC112036166,--,0,0,No Description available
LOC112036174,AT2G28580,0,0,UPF0481 protein At3g47200
LOC112036179,AT2G37410,0,0,mitochondrial import inner membrane translocase subunit TIM17-2
LOC112036181,AT5G54250,0,0,cyclic nucleotide-gated ion channel 4
LOC112036182,AT5G39390,0,0,receptor kinase-like protein Xa21
LOC112036184,AT4G29120,0,0,"probable 3-hydroxyisobutyrate dehydrogenase-like 1, mitochondrial"
LOC112036187,AT5G35370,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370
LOC112036188,AT2G19870,0,0,No Description available
LOC112036191,AT4G12650,0,0,transmembrane 9 superfamily member 12
LOC112036192,AT1G61520,0,0,"chlorophyll a-b binding protein 8, chloroplastic"
LOC112036193,--,0,0,No Description available
LOC112036200,AT1G50500,0,0,vacuolar protein sorting-associated protein 53 A
LOC112036201,AT3G13320,0,0,vacuolar cation/proton exchanger 3
LOC112036202,AT4G12640,0,0,flowering time control protein FPA
LOC112036203,--,0,0,No Description available
LOC112036204,AT3G22330,0,0,"DEAD-box ATP-dependent RNA helicase 53, mitochondrial"
LOC112036205,AT5G48310,0,0,No Description available
LOC112036206,AT5G06950,0,0,TGACG-sequence-specific DNA-binding protein TGA-2.1
LOC112036207,--,0,0,No Description available
LOC112036208,AT4G16800,0,0,"probable enoyl-CoA hydratase 2, mitochondrial"
LOC112036209,AT1G55060,0,0,polyubiquitin
LOC112036210,AT2G42975,0,0,No Description available
LOC112036211,AT5G50890,0,0,GDSL esterase/lipase At4g10955
LOC112036213,AT5G55640,0,0,No Description available
LOC112036215,AT4G17500,1,0,ethylene-responsive transcription factor 2
LOC112036216,AT1G02090,0,0,COP9 signalosome complex subunit 7
LOC112036217,AT4G16820,0,0,"phospholipase A1-Ibeta2, chloroplastic"
LOC112036218,--,0,0,No Description available
LOC112036221,--,0,0,No Description available
LOC112036223,AT4G16830,0,0,RGG repeats nuclear RNA binding protein A
LOC112036224,AT4G40040,0,0,histone H3.3
LOC112036226,AT2G31340,0,0,No Description available
LOC112036232,AT4G26800,0,0,"putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
LOC112036233,AT3G51550,0,0,receptor-like protein kinase FERONIA
LOC112036235,AT2G05810,0,0,No Description available
LOC112036244,--,0,0,No Description available
LOC112036250,AT3G57710,0,0,serine/threonine-protein kinase ZRK1-like
LOC112036254,AT3G57710,0,0,serine/threonine-protein kinase ZRK1-like
LOC112036255,AT3G54860,0,0,vacuolar protein-sorting-associated protein 33 homolog
LOC112036257,AT5G47230,1,0,ethylene-responsive transcription factor 5
LOC112036258,AT5G51230,0,0,polycomb group protein EMBRYONIC FLOWER 2
LOC112036260,AT3G57710,0,0,serine/threonine-protein kinase ZRK1
LOC112036261,AT3G57710,0,0,serine/threonine-protein kinase ZRK7
LOC112036262,AT3G57710,0,0,serine/threonine-protein kinase ZRK1
LOC112036264,AT3G54850,0,0,U-box domain-containing protein 14
LOC112036265,--,0,0,No Description available
LOC112036267,AT4G02480,0,0,No Description available
LOC112036268,--,0,0,No Description available
LOC112036269,AT5G17410,0,0,gamma-tubulin complex component 2
LOC112036270,AT1G55880,0,0,cysteine synthase 1
LOC112036272,AT5G59180,0,0,DNA-directed RNA polymerase II subunit RPB7
LOC112036273,AT4G17550,0,0,putative glycerol-3-phosphate transporter 4
LOC112036274,AT1G06550,0,0,3-hydroxyisobutyryl-CoA hydrolase-like protein 5
LOC112036275,AT4G16835,0,0,"pentatricopeptide repeat-containing protein At4g16835, mitochondrial"
LOC112036276,AT1G78810,0,0,No Description available
LOC112036278,AT4G17540,0,0,No Description available
LOC112036279,AT4G17510,0,0,ubiquitin carboxyl-terminal hydrolase 3
LOC112036281,--,0,0,lysine-rich arabinogalactan protein 19
LOC112036282,AT4G18260,0,0,cytochrome b561 domain-containing protein At4g18260
LOC112036283,--,0,0,No Description available
LOC112036284,AT5G05080,0,0,ubiquitin-conjugating enzyme E2 22
LOC112036285,AT3G56550,0,0,pentatricopeptide repeat-containing protein At3g56550
LOC112036289,AT4G16807,0,0,No Description available
LOC112036290,AT3G59080,0,0,aspartyl protease family protein 2
LOC112036291,AT3G57710,0,0,serine/threonine-protein kinase ZRK1-like
LOC112036292,AT5G02890,0,0,anthranilate N-benzoyltransferase protein 1
LOC112036296,AT3G43810,0,0,calmodulin-7
LOC112036298,AT4G17560,0,0,large ribosomal subunit protein bL19c
LOC112036301,--,0,0,No Description available
LOC112036303,AT5G36970,0,0,protein NDR1-like
LOC112036304,AT4G05220,0,0,NDR1/HIN1-like protein 3
LOC112036310,AT4G23140,0,0,cysteine-rich receptor-like protein kinase 6
LOC112036311,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 25
LOC112036315,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 15
LOC112036316,AT3G54850,0,0,U-box domain-containing protein 14
LOC112036324,AT5G15180,0,0,peroxidase 27-like
LOC112036325,AT4G23160,0,0,cysteine-rich receptor-like protein kinase 15
LOC112036326,--,0,0,No Description available
LOC112036327,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 10
LOC112036328,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 10
LOC112036329,AT4G23180,0,0,No Description available
LOC112036331,AT3G54860,0,0,vacuolar protein-sorting-associated protein 33 homolog
LOC112036334,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 44
LOC112036335,AT4G23180,0,0,cysteine-rich receptor-like protein kinase 10
LOC112036339,--,0,0,No Description available
LOC112036340,AT4G05210,0,0,"probable UDP-3-O-acylglucosamine N-acyltransferase 2, mitochondrial"
LOC112036343,AT4G05200,0,0,cysteine-rich receptor-like protein kinase 25
LOC112036346,AT3G44060,0,0,putative F-box/LRR-repeat protein At4g15060
LOC112036347,--,0,0,No Description available
LOC112036349,--,0,0,No Description available
LOC112036350,AT2G26650,0,0,potassium channel AKT1
LOC112036354,AT5G04220,0,0,synaptotagmin-3
LOC112036357,AT5G22800,0,0,"alanine--tRNA ligase, chloroplastic/mitochondrial"
LOC112036359,AT2G37210,0,0,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG3
LOC112036360,AT1G11020,0,0,No Description available
LOC112036361,AT2G37220,0,0,"29 kDa ribonucleoprotein A, chloroplastic"
LOC112036362,--,0,0,No Description available
LOC112036363,AT2G28260,0,0,protein CNGC15b
LOC112036364,AT5G03280,0,0,ethylene-insensitive protein 2.2
LOC112036365,--,0,0,No Description available
LOC112036371,--,0,0,No Description available
LOC112036372,AT3G07040,0,0,disease resistance protein RPM1-like
LOC112036379,AT3G07040,0,0,disease resistance protein RPM1-like
LOC112036381,AT3G07040,0,0,disease resistance protein RPM1-like
LOC112036382,AT1G59620,0,0,disease resistance protein RPM1-like
LOC112036391,AT2G44660,0,0,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"
LOC112036395,AT5G20830,0,0,sucrose synthase-like
LOC112036396,AT5G07740,0,0,formin-like protein 20
LOC112036398,AT4G30800,0,0,small ribosomal subunit protein uS17y
LOC112036399,AT5G45290,0,0,No Description available
LOC112036401,AT3G60210,0,0,"10 kDa chaperonin 1, chloroplastic"
LOC112036402,AT2G39210,0,0,protein NUCLEAR FUSION DEFECTIVE 4
LOC112036403,AT5G61370,0,0,"pentatricopeptide repeat-containing protein At5g61370, mitochondrial"
LOC112036405,AT1G18670,0,0,protein IMPAIRED IN BABA-INDUCED STERILITY 1
LOC112036407,AT1G18660,0,0,No Description available
LOC112036408,AT3G07040,0,0,disease resistance protein RPM1-like
LOC112036409,AT1G05675,0,0,mogroside IE synthase
LOC112036410,AT4G17670,0,0,FCS-Like Zinc finger 3
LOC112036411,AT2G36780,0,0,UDP-glycosyltransferase 73C11-like
LOC112036414,AT3G60220,0,0,E3 ubiquitin-protein ligase ATL4
LOC112036415,AT1G02180,0,0,No Description available
LOC112036417,--,0,0,No Description available
LOC112036418,--,0,0,No Description available
LOC112036419,--,0,0,No Description available
LOC112036420,AT5G45290,0,0,No Description available
LOC112036423,AT4G08850,0,0,MDIS1-interacting receptor like kinase 2
LOC112036428,AT5G24080,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2
LOC112036431,AT4G11610,0,0,multiple C2 domain and transmembrane region protein 7
LOC112036435,AT2G39210,0,0,protein NUCLEAR FUSION DEFECTIVE 4
LOC112036439,--,0,0,glutathione S-transferase T3
LOC112036441,AT1G63450,0,0,xyloglucan-specific galacturonosyltransferase 1
LOC112036445,AT1G63460,0,0,probable glutathione peroxidase 8
LOC112036446,AT2G39210,0,0,No Description available
LOC112036449,AT1G63470,0,0,AT-hook motif nuclear-localized protein 5
LOC112036450,AT1G63490,0,1,lysine-specific demethylase JMJ17
LOC112036456,AT5G04280,0,0,glycine-rich RNA-binding protein RZ1B
LOC112036461,--,0,0,No Description available
LOC112036462,AT4G24280,0,0,"stromal 70 kDa heat shock-related protein, chloroplastic"
LOC112036463,AT3G14470,0,0,putative disease resistance protein RGA4
LOC112036465,AT1G79680,0,0,wall-associated receptor kinase-like 10
LOC112036466,AT5G42300,0,0,ubiquitin-like protein 5
LOC112036470,AT5G42300,0,0,ubiquitin-like protein 5
LOC112036471,AT4G24280,0,0,"stromal 70 kDa heat shock-related protein, chloroplastic-like"
LOC112036473,--,0,0,No Description available
LOC112036474,AT1G68820,0,0,No Description available
LOC112036475,AT1G11320,0,0,No Description available
LOC112036476,AT1G20160,0,0,CO(2)-response secreted protease
LOC112036477,AT5G42190,0,0,SKP1-like protein 1B
LOC112036482,AT5G49690,0,0,putative UDP-rhamnose:rhamnosyltransferase 1
LOC112036488,--,0,0,No Description available
LOC112036495,AT4G24280,0,0,"heat shock 70 kDa protein 6, chloroplastic"
LOC112036498,--,0,0,No Description available
LOC112036500,--,0,0,No Description available
LOC112036501,AT4G01050,0,0,"rhodanese-like domain-containing protein 4, chloroplastic"
LOC112036502,AT3G62580,0,0,No Description available
LOC112036503,--,0,0,No Description available
LOC112036505,AT4G35900,1,0,bZIP transcription factor 27
LOC112036509,--,0,0,No Description available
LOC112036510,AT1G75290,0,0,leucoanthocyanidin reductase
LOC112036511,AT1G03940,0,0,anthocyanin 5-aromatic acyltransferase
LOC112036521,AT5G36930,0,0,disease resistance protein RPV1-like
LOC112036525,AT1G56130,0,0,probable LRR receptor-like serine/threonine-protein kinase At1g56140
LOC112036527,AT3G63460,0,0,protein transport protein SEC31 homolog B
LOC112036531,AT4G26890,0,0,mitogen-activated protein kinase kinase kinase 18
LOC112036536,AT1G62290,0,0,aspartic proteinase
LOC112036537,AT1G62300,1,0,probable WRKY transcription factor 31
LOC112036539,AT5G60670,0,0,large ribosomal subunit protein uL11
LOC112036540,AT1G11920,0,0,putative pectate lyase 2
LOC112036541,AT1G73030,0,0,ESCRT-related protein CHMP1B
LOC112036542,AT3G60910,0,0,No Description available
LOC112036543,AT5G13790,1,0,agamous-like MADS-box protein AGL15
LOC112036545,AT5G62990,0,0,"protein WHAT'S THIS FACTOR 1, chloroplastic"
LOC112036546,AT1G56120,0,0,probable LRR receptor-like serine/threonine-protein kinase At1g56130
LOC112036547,AT2G28370,0,0,CASP-like protein 5A2
LOC112036549,AT4G04470,0,0,peroxisomal membrane protein PMP22
LOC112036550,AT3G12870,0,0,No Description available
LOC112036551,--,0,0,No Description available
LOC112036552,AT1G48360,0,0,fanconi-associated nuclease 1 homolog
LOC112036554,AT5G60680,0,0,protein S40-4
LOC112036557,AT1G11915,0,0,No Description available
LOC112036562,AT1G34780,0,0,5'-adenylylsulfate reductase-like 4
LOC112036563,AT1G34770,0,0,No Description available
LOC112036564,AT2G37195,0,0,No Description available
LOC112036570,AT2G39040,0,0,peroxidase 24
LOC112036571,AT2G39040,0,0,peroxidase 3
LOC112036572,AT2G37195,0,0,No Description available
LOC112036573,--,0,0,No Description available
LOC112036574,AT1G51060,0,0,probable histone H2A.3
LOC112036575,AT5G64090,0,0,No Description available
LOC112036576,AT1G26665,0,0,mediator of RNA polymerase II transcription subunit 10b-like
LOC112036577,--,0,0,No Description available
LOC112036579,AT1G31860,0,0,"histidine biosynthesis bifunctional protein hisIE, chloroplastic"
LOC112036581,--,0,0,No Description available
LOC112036582,AT3G10910,0,0,RING-H2 finger protein ATL73
LOC112036584,AT2G38540,0,0,non-specific lipid-transfer protein 1
LOC112036586,--,0,0,No Description available
LOC112036587,AT5G59320,0,0,non-specific lipid-transfer protein 1
LOC112036588,AT2G38540,0,0,non-specific lipid-transfer protein 3
LOC112036589,--,0,0,No Description available
LOC112036590,AT2G40470,1,0,LOB domain-containing protein 15
LOC112036594,--,0,0,No Description available
LOC112036595,AT3G08760,0,0,probable serine/threonine-protein kinase PBL7
LOC112036596,AT5G01790,0,0,No Description available
LOC112036603,AT1G22370,0,0,7-deoxyloganetin glucosyltransferase
LOC112036607,AT2G29500,0,0,18.5 kDa class I heat shock protein
LOC112036608,AT4G30080,1,0,auxin response factor 18
LOC112036609,AT2G29500,0,0,18.1 kDa class I heat shock protein
LOC112036610,AT2G29500,0,0,18.2 kDa class I heat shock protein-like
LOC112036615,AT5G09390,0,0,SUPPRESSOR OF ABI3-5
LOC112036616,AT4G08850,0,0,MDIS1-interacting receptor like kinase 2
LOC112036617,AT1G78770,0,0,anaphase-promoting complex subunit 6
LOC112036619,AT5G45750,0,0,GTP-binding protein ypt3
LOC112036621,AT1G69290,0,0,pentatricopeptide repeat-containing protein At1g69290
LOC112036623,AT1G13750,0,0,probable inactive purple acid phosphatase 1
LOC112036624,AT1G13770,0,0,protein root UVB sensitive 3
LOC112036631,AT1G18610,0,0,No Description available
LOC112036634,AT3G12500,0,0,endochitinase
LOC112036636,AT1G27660,0,0,transcription factor bHLH110
LOC112036645,--,0,0,No Description available
LOC112036651,AT1G01040,0,0,endoribonuclease Dicer homolog 1
LOC112036652,AT1G01050,0,0,soluble inorganic pyrophosphatase 1
LOC112036653,AT1G01040,0,0,endoribonuclease Dicer homolog 1
LOC112036655,AT2G14610,0,0,pathogenesis-related protein 1
LOC112036656,--,0,0,No Description available
LOC112036657,AT5G14420,0,0,E3 ubiquitin-protein ligase RGLG5
LOC112036658,AT2G37150,0,0,probable E3 ubiquitin-protein ligase RHG1A
LOC112036659,AT1G24560,0,0,No Description available
LOC112036660,AT1G50490,0,0,No Description available
LOC112036661,AT1G01060,1,0,protein LATE ELONGATED HYPOCOTYL
LOC112036662,AT3G61960,0,0,serine/threonine-protein kinase ATG1a
LOC112036664,AT1G28570,0,0,GDSL esterase/lipase At1g28650
LOC112036665,AT3G26300,0,0,cytochrome P450 71B34
LOC112036666,AT2G46870,1,0,B3 domain-containing transcription factor NGA1
LOC112036668,--,0,0,No Description available
LOC112036669,AT2G39200,0,0,MLO-like protein 6
LOC112036684,--,0,0,No Description available
LOC112036687,--,0,0,No Description available
LOC112036689,AT5G10530,0,0,L-type lectin-domain containing receptor kinase IX.1
LOC112036690,AT2G46850,0,0,probably inactive receptor-like protein kinase At2g46850
LOC112036692,AT5G54130,0,0,No Description available
LOC112036695,AT5G45910,0,0,GDSL esterase/lipase At5g45910
LOC112036696,AT4G35580,1,0,NAC domain-containing protein 69
LOC112036697,AT4G35580,1,0,protein NTM1-like 9
LOC112036698,--,0,0,No Description available
LOC112036699,AT1G28600,0,0,GDSL esterase/lipase At1g31550
LOC112036700,AT1G13120,0,0,mRNA export factor GLE1
LOC112036701,AT5G10530,0,0,L-type lectin-domain containing receptor kinase IX.1
LOC112036702,AT5G10530,0,0,L-type lectin-domain containing receptor kinase IX.1
LOC112036707,AT2G31680,0,0,ras-related protein RABA5d
LOC112036709,AT1G05805,1,0,transcription factor bHLH128
LOC112036722,--,0,0,No Description available
LOC112036727,AT1G16390,0,0,organic cation/carnitine transporter 3
LOC112036789,AT1G80170,0,0,polygalacturonase
LOC112036828,AT4G35733,0,0,F-box protein At4g35733
LOC112036839,--,0,0,No Description available
LOC112036908,--,0,0,No Description available
LOC112037046,AT2G20360,0,0,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
LOC112037052,AT2G21045,0,0,"protein HIGH ARSENIC CONTENT 1, mitochondrial"
LOC112037053,AT3G50000,0,0,casein kinase II subunit alpha-2-like
LOC112037054,AT2G23090,0,0,No Description available
LOC112037055,AT4G38640,0,0,No Description available
LOC112037056,AT5G17050,0,0,anthocyanidin 3-O-glucosyltransferase UFGT
LOC112037057,--,0,0,No Description available
LOC112037058,AT4G35000,0,0,L-ascorbate peroxidase 3
LOC112037059,AT5G09570,0,0,No Description available
LOC112037060,AT4G34960,0,0,peptidyl-prolyl cis-trans isomerase CYP21-1
LOC112037061,AT4G38630,0,0,26S proteasome non-ATPase regulatory subunit 4 homolog
LOC112037063,AT1G77380,0,0,amino acid permease 3
LOC112037065,AT2G16700,0,0,actin-depolymerizing factor 5
LOC112037066,AT5G15270,0,0,KH domain-containing protein HEN4
LOC112037067,--,0,0,No Description available
LOC112037068,AT1G73680,0,0,alpha-dioxygenase 2
LOC112037069,AT4G38620,1,0,myb-related protein 308
LOC112037070,AT4G34980,0,0,subtilisin-like protease SBT1.6
LOC112037071,AT5G61190,1,0,No Description available
LOC112037073,--,0,0,No Description available
